	file_id	input_file	label_file	nr_polynomials	max_total_degree	max_x1	max_x2	max_x3	prop_x1	prop_x2	prop_x3	prop_mon_x1	prop_mon_x2	prop_mon_x3	label
0	3730	poly3730-perm2.txt.ml	comp_times3730-perm2.txt	14	9	1	9	3	0.21428571428571427	0.7857142857142857	0.14285714285714285	0.16666666666666666	0.6111111111111112	0.1111111111111111	3
1	2018	poly2018-perm0.txt.ml	comp_times2018-perm0.txt	5	2	2	2	1	0.8	0.6	0.4	0.36363636363636365	0.2727272727272727	0.18181818181818182	1
2	2975	poly2975-perm1.txt.ml	comp_times2975-perm1.txt	8	3	1	1	1	0.625	0.75	0.5	0.38095238095238093	0.42857142857142855	0.3333333333333333	4
3	3539	poly3539-perm5.txt.ml	comp_times3539-perm5.txt	5	1	1	1	1	0.6	0.6	0.6	0.23076923076923078	0.23076923076923078	0.3076923076923077	2
4	3932	poly3932-perm5.txt.ml	comp_times3932-perm5.txt	6	3	1	3	3	0.5	0.3333333333333333	0.5	0.2727272727272727	0.18181818181818182	0.2727272727272727	2
5	126	poly126-perm1.txt.ml	comp_times126-perm1.txt	7	8	4	4	1	0.42857142857142855	0.42857142857142855	0.5714285714285714	0.3157894736842105	0.42105263157894735	0.21052631578947367	5
6	6784	poly6784-perm1.txt.ml	comp_times6784-perm1.txt	6	4	1	4	1	0.5	0.5	0.3333333333333333	0.21428571428571427	0.2857142857142857	0.14285714285714285	4
7	3967	poly3967-perm5.txt.ml	comp_times3967-perm5.txt	8	1	1	1	1	0.5	0.5	0.5	0.2	0.2	0.2	4
8	6060	poly6060-perm2.txt.ml	comp_times6060-perm2.txt	6	6	1	6	1	0.16666666666666666	0.6666666666666666	0.3333333333333333	0.0625	0.5	0.125	4
9	5060	poly5060-perm1.txt.ml	comp_times5060-perm1.txt	7	16	4	12	1	0.42857142857142855	0.42857142857142855	0.42857142857142855	0.5	0.45	0.15	4
10	4994	poly4994-perm1.txt.ml	comp_times4994-perm1.txt	7	14	6	8	1	0.42857142857142855	0.42857142857142855	0.42857142857142855	0.5	0.45	0.15	4
11	4514	poly4514-perm4.txt.ml	comp_times4514-perm4.txt	14	4	2	2	3	0.7142857142857143	0.5714285714285714	0.2857142857142857	0.4146341463414634	0.2926829268292683	0.2926829268292683	5
12	1703	poly1703-perm0.txt.ml	comp_times1703-perm0.txt	7	10	10	2	1	0.14285714285714285	0.7142857142857143	0.42857142857142855	0.2631578947368421	0.3157894736842105	0.21052631578947367	4
13	4006	poly4006-perm0.txt.ml	comp_times4006-perm0.txt	9	4	4	1	1	0.5555555555555556	0.4444444444444444	0.4444444444444444	0.32	0.16	0.16	3
14	6711	poly6711-perm2.txt.ml	comp_times6711-perm2.txt	4	16	1	16	1	0.25	0.5	0.5	0.06666666666666667	0.6	0.13333333333333333	0
15	3527	poly3527-perm3.txt.ml	comp_times3527-perm3.txt	4	1	1	1	1	0.5	0.5	0.5	0.25	0.25	0.25	2
16	2796	poly2796-perm0.txt.ml	comp_times2796-perm0.txt	5	2	1	1	1	0.6	0.6	0.2	0.3333333333333333	0.3333333333333333	0.1111111111111111	5
17	676	poly676-perm4.txt.ml	comp_times676-perm4.txt	2	1	1	1	1	0.5	0.5	0.5	0.3333333333333333	0.3333333333333333	0.3333333333333333	0
18	7039	poly7039-perm0.txt.ml	comp_times7039-perm0.txt	7	2	2	1	1	0.42857142857142855	0.2857142857142857	0.2857142857142857	0.2727272727272727	0.18181818181818182	0.18181818181818182	2
19	3986	poly3986-perm3.txt.ml	comp_times3986-perm3.txt	9	3	3	3	3	0.5555555555555556	0.5555555555555556	0.5555555555555556	0.35	0.35	0.35	0
20	3572	poly3572-perm3.txt.ml	comp_times3572-perm3.txt	7	1	1	1	1	0.42857142857142855	0.2857142857142857	0.42857142857142855	0.2	0.13333333333333333	0.2	0
21	331	poly331-perm0.txt.ml	comp_times331-perm0.txt	7	10	10	2	1	0.42857142857142855	0.42857142857142855	0.5714285714285714	0.3684210526315789	0.15789473684210525	0.21052631578947367	5
22	874	poly874-perm3.txt.ml	comp_times874-perm3.txt	4	2	2	1	1	0.75	0.25	0.25	0.5	0.1	0.1	2
23	480	poly480-perm3.txt.ml	comp_times480-perm3.txt	11	2	2	2	2	0.5454545454545454	0.45454545454545453	0.45454545454545453	0.2916666666666667	0.20833333333333334	0.20833333333333334	3
24	6277	poly6277-perm3.txt.ml	comp_times6277-perm3.txt	7	4	4	1	1	0.5714285714285714	0.2857142857142857	0.42857142857142855	0.35294117647058826	0.11764705882352941	0.17647058823529413	5
25	689	poly689-perm4.txt.ml	comp_times689-perm4.txt	13	12	2	2	12	0.46153846153846156	0.46153846153846156	0.6153846153846154	0.14634146341463414	0.14634146341463414	0.5609756097560976	1
26	5277	poly5277-perm0.txt.ml	comp_times5277-perm0.txt	7	1	1	1	1	0.42857142857142855	0.42857142857142855	0.42857142857142855	0.25	0.25	0.25	3
27	4703	poly4703-perm5.txt.ml	comp_times4703-perm5.txt	7	20	1	1	20	0.2857142857142857	0.42857142857142855	0.42857142857142855	0.16666666666666666	0.25	0.25	4
28	5222	poly5222-perm0.txt.ml	comp_times5222-perm0.txt	7	12	8	10	1	0.42857142857142855	0.42857142857142855	0.42857142857142855	0.3888888888888889	0.4444444444444444	0.16666666666666666	5
29	4093	poly4093-perm3.txt.ml	comp_times4093-perm3.txt	10	2	1	1	1	0.4	0.3	0.4	0.2	0.15	0.2	0
30	1006	poly1006-perm5.txt.ml	comp_times1006-perm5.txt	7	2	1	2	2	0.2857142857142857	0.7142857142857143	0.7142857142857143	0.13333333333333333	0.3333333333333333	0.3333333333333333	4
31	6300	poly6300-perm3.txt.ml	comp_times6300-perm3.txt	7	6	6	1	1	0.5714285714285714	0.2857142857142857	0.42857142857142855	0.35294117647058826	0.11764705882352941	0.17647058823529413	3
32	3163	poly3163-perm2.txt.ml	comp_times3163-perm2.txt	7	9	2	4	3	0.42857142857142855	0.7142857142857143	0.5714285714285714	0.5522388059701493	0.7164179104477612	0.6567164179104478	1
33	6182	poly6182-perm1.txt.ml	comp_times6182-perm1.txt	15	16	2	16	1	0.3333333333333333	0.7333333333333333	0.2	0.09433962264150944	0.660377358490566	0.05660377358490566	1
34	6633	poly6633-perm2.txt.ml	comp_times6633-perm2.txt	7	28	1	28	1	0.2857142857142857	0.5714285714285714	0.42857142857142855	0.06896551724137931	0.6551724137931034	0.10344827586206896	4
35	701	poly701-perm4.txt.ml	comp_times701-perm4.txt	3	2	1	1	2	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.16666666666666666	0.16666666666666666	0.5	0
36	298	poly298-perm5.txt.ml	comp_times298-perm5.txt	8	4	1	2	4	0.5	0.5	0.375	0.2222222222222222	0.2222222222222222	0.2222222222222222	0
37	775	poly775-perm1.txt.ml	comp_times775-perm1.txt	5	12	1	12	1	0.6	0.6	0.6	0.125	0.6666666666666666	0.125	0
38	4482	poly4482-perm2.txt.ml	comp_times4482-perm2.txt	10	4	2	3	2	0.6	0.4	0.6	0.30303030303030304	0.36363636363636365	0.3939393939393939	2
39	1171	poly1171-perm5.txt.ml	comp_times1171-perm5.txt	3	3	1	1	3	0.6666666666666666	0.6666666666666666	1.0	0.16666666666666666	0.16666666666666666	0.5833333333333334	5
40	1105	poly1105-perm0.txt.ml	comp_times1105-perm0.txt	5	3	3	2	2	0.8	0.4	0.4	0.42857142857142855	0.14285714285714285	0.14285714285714285	4
41	1868	poly1868-perm1.txt.ml	comp_times1868-perm1.txt	9	7	2	6	2	0.5555555555555556	0.6666666666666666	0.5555555555555556	0.3939393939393939	0.6060606060606061	0.30303030303030304	4
42	5300	poly5300-perm0.txt.ml	comp_times5300-perm0.txt	8	5	4	1	1	0.5	0.375	0.375	0.3125	0.1875	0.1875	3
43	4600	poly4600-perm0.txt.ml	comp_times4600-perm0.txt	8	3	3	3	1	0.375	0.375	0.375	0.1875	0.1875	0.1875	3
44	3810	poly3810-perm5.txt.ml	comp_times3810-perm5.txt	6	3	1	3	3	0.5	0.3333333333333333	0.5	0.23076923076923078	0.15384615384615385	0.38461538461538464	2
45	6117	poly6117-perm2.txt.ml	comp_times6117-perm2.txt	8	6	1	6	1	0.25	0.625	0.375	0.11764705882352941	0.4117647058823529	0.17647058823529413	1
46	279	poly279-perm3.txt.ml	comp_times279-perm3.txt	8	4	2	1	2	0.5	0.5	0.5	0.3333333333333333	0.2222222222222222	0.2222222222222222	5
47	54	poly54-perm3.txt.ml	comp_times54-perm3.txt	4	1	1	1	1	0.5	0.5	0.5	0.25	0.25	0.25	1
48	537	poly537-perm0.txt.ml	comp_times537-perm0.txt	3	1	1	1	1	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.16666666666666666	0
49	6678	poly6678-perm4.txt.ml	comp_times6678-perm4.txt	4	24	1	1	24	0.5	0.25	0.5	0.1111111111111111	0.05555555555555555	0.7222222222222222	2
50	5471	poly5471-perm0.txt.ml	comp_times5471-perm0.txt	9	10	10	8	1	0.6666666666666666	0.6666666666666666	0.2222222222222222	0.4375	0.5	0.0625	4
51	5450	poly5450-perm5.txt.ml	comp_times5450-perm5.txt	12	12	1	10	12	0.25	0.6666666666666666	0.6666666666666666	0.0625	0.4166666666666667	0.5	0
52	1312	poly1312-perm1.txt.ml	comp_times1312-perm1.txt	2	3	1	3	1	0.5	1.0	0.5	0.16666666666666666	0.6666666666666666	0.16666666666666666	4
53	1409	poly1409-perm2.txt.ml	comp_times1409-perm2.txt	4	2	1	2	2	0.5	0.5	0.5	0.2222222222222222	0.2222222222222222	0.2222222222222222	4
54	309	poly309-perm3.txt.ml	comp_times309-perm3.txt	8	8	4	1	4	0.5	0.5	0.5	0.45454545454545453	0.18181818181818182	0.3181818181818182	2
55	6032	poly6032-perm2.txt.ml	comp_times6032-perm2.txt	8	4	1	4	2	0.75	0.5	0.625	0.391304347826087	0.30434782608695654	0.21739130434782608	3
56	3935	poly3935-perm5.txt.ml	comp_times3935-perm5.txt	5	2	1	1	2	0.4	0.2	0.4	0.4	0.2	0.4	0
57	499	poly499-perm5.txt.ml	comp_times499-perm5.txt	5	2	1	2	2	0.4	0.6	0.6	0.16666666666666666	0.25	0.25	5
58	2579	poly2579-perm1.txt.ml	comp_times2579-perm1.txt	13	5	2	3	1	0.6923076923076923	0.6153846153846154	0.38461538461538464	0.4358974358974359	0.46153846153846156	0.28205128205128205	4
59	2751	poly2751-perm3.txt.ml	comp_times2751-perm3.txt	14	5	3	1	2	0.6428571428571429	0.42857142857142855	0.7142857142857143	0.46511627906976744	0.3023255813953488	0.4418604651162791	3
60	2906	poly2906-perm4.txt.ml	comp_times2906-perm4.txt	8	6	2	1	3	0.625	0.375	0.75	0.4857142857142857	0.34285714285714286	0.5714285714285714	2
61	6554	poly6554-perm3.txt.ml	comp_times6554-perm3.txt	6	6	6	1	1	0.5	0.3333333333333333	0.5	0.3333333333333333	0.13333333333333333	0.2	5
62	447	poly447-perm0.txt.ml	comp_times447-perm0.txt	11	3	3	2	2	0.5454545454545454	0.45454545454545453	0.45454545454545453	0.3333333333333333	0.20833333333333334	0.20833333333333334	4
63	6708	poly6708-perm4.txt.ml	comp_times6708-perm4.txt	6	6	1	1	6	0.5	0.3333333333333333	0.5	0.2	0.13333333333333333	0.3333333333333333	2
64	5729	poly5729-perm2.txt.ml	comp_times5729-perm2.txt	13	7	1	7	6	0.23076923076923078	0.7692307692307693	0.6923076923076923	0.08571428571428572	0.45714285714285713	0.5142857142857142	0
65	5575	poly5575-perm5.txt.ml	comp_times5575-perm5.txt	9	10	1	8	10	0.2222222222222222	0.6666666666666666	0.7777777777777778	0.058823529411764705	0.47058823529411764	0.47058823529411764	1
66	1586	poly1586-perm2.txt.ml	comp_times1586-perm2.txt	6	2	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.375	0.375	0.375	4
67	1725	poly1725-perm5.txt.ml	comp_times1725-perm5.txt	7	10	1	2	10	0.42857142857142855	0.7142857142857143	0.14285714285714285	0.21052631578947367	0.3157894736842105	0.2631578947368421	1
68	1751	poly1751-perm0.txt.ml	comp_times1751-perm0.txt	7	10	10	2	1	0.14285714285714285	0.7142857142857143	0.42857142857142855	0.22727272727272727	0.36363636363636365	0.22727272727272727	4
69	5032	poly5032-perm1.txt.ml	comp_times5032-perm1.txt	6	14	6	8	1	0.3333333333333333	0.5	0.5	0.5	0.5	0.16666666666666666	4
70	6960	poly6960-perm0.txt.ml	comp_times6960-perm0.txt	6	1	1	1	1	0.5	0.5	0.3333333333333333	0.25	0.25	0.16666666666666666	5
71	342	poly342-perm5.txt.ml	comp_times342-perm5.txt	8	8	1	4	4	0.5	0.5	0.5	0.18181818181818182	0.3181818181818182	0.45454545454545453	1
72	6914	poly6914-perm5.txt.ml	comp_times6914-perm5.txt	6	32	1	1	32	0.3333333333333333	0.5	0.5	0.07407407407407407	0.1111111111111111	0.6666666666666666	0
73	6941	poly6941-perm5.txt.ml	comp_times6941-perm5.txt	6	36	1	1	36	0.3333333333333333	0.5	0.5	0.06896551724137931	0.10344827586206896	0.6896551724137931	0
74	2283	poly2283-perm4.txt.ml	comp_times2283-perm4.txt	9	5	2	1	3	0.7777777777777778	0.4444444444444444	0.5555555555555556	0.48148148148148145	0.3333333333333333	0.48148148148148145	2
75	363	poly363-perm0.txt.ml	comp_times363-perm0.txt	5	2	2	2	1	0.4	0.4	0.6	0.18181818181818182	0.18181818181818182	0.2727272727272727	0
76	2208	poly2208-perm1.txt.ml	comp_times2208-perm1.txt	6	3	1	1	1	0.6666666666666666	0.6666666666666666	0.5	0.4	0.4	0.3333333333333333	5
77	3520	poly3520-perm3.txt.ml	comp_times3520-perm3.txt	4	4	2	2	2	0.5	0.5	0.5	0.5652173913043478	0.5652173913043478	0.5652173913043478	1
78	3729	poly3729-perm4.txt.ml	comp_times3729-perm4.txt	11	8	1	1	8	0.09090909090909091	0.09090909090909091	0.8181818181818182	0.08333333333333333	0.08333333333333333	0.75	1
79	6743	poly6743-perm2.txt.ml	comp_times6743-perm2.txt	6	16	1	16	1	0.3333333333333333	0.5	0.5	0.1	0.5	0.15	1
80	4906	poly4906-perm2.txt.ml	comp_times4906-perm2.txt	7	6	1	4	4	0.42857142857142855	0.42857142857142855	0.42857142857142855	0.2	0.26666666666666666	0.3333333333333333	1
81	1054	poly1054-perm5.txt.ml	comp_times1054-perm5.txt	10	3	2	2	2	0.5	0.5	0.6	0.25925925925925924	0.25925925925925924	0.4444444444444444	2
82	5762	poly5762-perm4.txt.ml	comp_times5762-perm4.txt	13	9	7	1	9	0.6923076923076923	0.23076923076923078	0.7692307692307693	0.39473684210526316	0.07894736842105263	0.6052631578947368	2
83	1993	poly1993-perm4.txt.ml	comp_times1993-perm4.txt	6	3	1	1	2	0.6666666666666666	0.6666666666666666	0.5	0.5333333333333333	0.26666666666666666	0.4666666666666667	2
84	4094	poly4094-perm3.txt.ml	comp_times4094-perm3.txt	4	2	1	1	1	0.5	0.25	0.5	0.25	0.125	0.25	1
85	2157	poly2157-perm3.txt.ml	comp_times2157-perm3.txt	6	2	1	1	1	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.4	0.2	0.2	2
86	6661	poly6661-perm2.txt.ml	comp_times6661-perm2.txt	6	1	1	1	1	0.3333333333333333	0.5	0.5	0.16666666666666666	0.25	0.25	1
87	951	poly951-perm3.txt.ml	comp_times951-perm3.txt	13	6	6	2	2	0.6153846153846154	0.46153846153846156	0.46153846153846156	0.4857142857142857	0.17142857142857143	0.17142857142857143	2
88	3319	poly3319-perm0.txt.ml	comp_times3319-perm0.txt	14	4	4	1	1	0.7142857142857143	0.5714285714285714	0.35714285714285715	0.4186046511627907	0.3488372093023256	0.20930232558139536	5
89	2638	poly2638-perm5.txt.ml	comp_times2638-perm5.txt	13	5	1	2	3	0.46153846153846156	0.7692307692307693	0.6153846153846154	0.3170731707317073	0.4634146341463415	0.4634146341463415	0
90	2464	poly2464-perm2.txt.ml	comp_times2464-perm2.txt	11	7	1	3	3	0.45454545454545453	0.5454545454545454	0.8181818181818182	0.3898305084745763	0.5932203389830508	0.6101694915254238	1
91	5307	poly5307-perm0.txt.ml	comp_times5307-perm0.txt	6	6	5	2	1	0.5	0.6666666666666666	0.3333333333333333	0.46153846153846156	0.3076923076923077	0.15384615384615385	5
92	1445	poly1445-perm4.txt.ml	comp_times1445-perm4.txt	8	3	2	2	2	0.625	0.625	0.5	0.2777777777777778	0.2777777777777778	0.2777777777777778	1
93	4871	poly4871-perm2.txt.ml	comp_times4871-perm2.txt	6	4	1	4	1	0.3333333333333333	0.3333333333333333	0.5	0.2	0.2	0.3	1
94	3615	poly3615-perm2.txt.ml	comp_times3615-perm2.txt	8	1	1	1	1	0.5	0.5	0.5	0.17391304347826086	0.21739130434782608	0.21739130434782608	1
95	565	poly565-perm0.txt.ml	comp_times565-perm0.txt	4	1	1	1	1	0.5	0.5	0.5	0.25	0.25	0.25	3
96	511	poly511-perm5.txt.ml	comp_times511-perm5.txt	3	1	1	1	1	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.16666666666666666	0.3333333333333333	0.3333333333333333	1
97	6489	poly6489-perm3.txt.ml	comp_times6489-perm3.txt	6	10	10	1	1	0.5	0.3333333333333333	0.5	0.4117647058823529	0.11764705882352941	0.17647058823529413	3
98	6110	poly6110-perm2.txt.ml	comp_times6110-perm2.txt	9	6	1	6	1	0.2222222222222222	0.6666666666666666	0.3333333333333333	0.10526315789473684	0.42105263157894735	0.15789473684210525	1
99	3863	poly3863-perm0.txt.ml	comp_times3863-perm0.txt	15	12	12	1	1	0.8666666666666667	0.06666666666666667	0.06666666666666667	0.8125	0.0625	0.0625	0
100	6319	poly6319-perm5.txt.ml	comp_times6319-perm5.txt	4	12	1	1	12	0.25	0.5	0.5	0.08333333333333333	0.16666666666666666	0.5833333333333334	1
101	3373	poly3373-perm3.txt.ml	comp_times3373-perm3.txt	17	3	1	1	1	0.5882352941176471	0.4117647058823529	0.7647058823529411	0.37254901960784315	0.2549019607843137	0.43137254901960786	3
102	6828	poly6828-perm3.txt.ml	comp_times6828-perm3.txt	7	24	24	1	1	0.5714285714285714	0.2857142857142857	0.42857142857142855	0.6	0.08	0.12	3
103	1673	poly1673-perm0.txt.ml	comp_times1673-perm0.txt	7	10	10	2	1	0.14285714285714285	0.7142857142857143	0.2857142857142857	0.29411764705882354	0.29411764705882354	0.11764705882352941	3
104	5338	poly5338-perm3.txt.ml	comp_times5338-perm3.txt	6	6	6	1	5	0.6666666666666666	0.3333333333333333	0.5	0.4	0.13333333333333333	0.4	2
105	4123	poly4123-perm0.txt.ml	comp_times4123-perm0.txt	7	4	2	1	1	0.5714285714285714	0.5714285714285714	0.2857142857142857	0.4	0.3333333333333333	0.2	5
106	5457	poly5457-perm5.txt.ml	comp_times5457-perm5.txt	9	13	1	10	13	0.2222222222222222	0.6666666666666666	0.6666666666666666	0.05263157894736842	0.3684210526315789	0.5789473684210527	0
107	2114	poly2114-perm4.txt.ml	comp_times2114-perm4.txt	6	5	3	2	3	0.5	0.6666666666666666	0.6666666666666666	0.5555555555555556	0.5555555555555556	0.6666666666666666	3
